
   INFO  Server running on [http://127.0.0.1:8081].  

  Press Ctrl+C to stop the server
  2026-06-20 11:08:02 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 11:08:09 /api/v1/internal/geodns/health-view ............................ ~ 0.67ms
  2026-06-20 11:08:24 /api/v1/internal/geodns/health-view ............................ ~ 0.80ms
  2026-06-20 11:08:32 /api/v1/node/nodes/heartbeat ................................. ~ 502.13ms
  2026-06-20 11:08:32 /api/v1/node/resolver/config ................................. ~ 501.97ms
  2026-06-20 11:08:32 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 11:08:39 /api/v1/internal/geodns/health-view ............................ ~ 0.19ms
  2026-06-20 11:08:54 /api/v1/internal/geodns/health-view ............................ ~ 0.54ms
  2026-06-20 11:09:02 /api/v1/node/resolver/config ................................... ~ 0.28ms
  2026-06-20 11:09:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.61ms
  2026-06-20 11:09:02 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 11:09:09 /api/v1/internal/geodns/health-view ............................ ~ 7.18ms
  2026-06-20 11:09:24 /api/v1/internal/geodns/health-view ............................ ~ 0.14ms
  2026-06-20 11:09:32 /api/v1/node/resolver/config ................................... ~ 0.13ms
  2026-06-20 11:09:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.51ms
  2026-06-20 11:09:32 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 11:09:39 /api/v1/internal/geodns/health-view ............................ ~ 0.95ms
  2026-06-20 11:09:54 /api/v1/internal/geodns/health-view .......................... ~ 504.93ms
  2026-06-20 11:10:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.20ms
  2026-06-20 11:10:02 /api/v1/node/resolver/config ................................... ~ 0.54ms
  2026-06-20 11:10:02 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 11:10:09 /api/v1/internal/geodns/health-view ............................ ~ 0.40ms
  2026-06-20 11:10:24 /api/v1/internal/geodns/health-view ............................ ~ 0.78ms
  2026-06-20 11:10:32 /api/v1/node/resolver/config ................................... ~ 0.10ms
  2026-06-20 11:10:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.48ms
  2026-06-20 11:10:32 /api/v1/node/resolver/config ................................... ~ 0.10ms
  2026-06-20 11:10:38 /api/v1/user/me ................................................ ~ 0.78ms
  2026-06-20 11:10:38 /api/v1/user/logs .............................................. ~ 0.20ms
  2026-06-20 11:10:38 /api/v1/user/profiles .......................................... ~ 0.06ms
  2026-06-20 11:10:39 /api/v1/internal/geodns/health-view ............................ ~ 0.10ms
  2026-06-20 11:10:54 /api/v1/internal/geodns/health-view ............................ ~ 0.83ms
  2026-06-20 11:11:02 /api/v1/node/nodes/heartbeat ................................... ~ 1.44ms
  2026-06-20 11:11:02 /api/v1/node/resolver/config ................................... ~ 1.72ms
  2026-06-20 11:11:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:11:09 /api/v1/internal/geodns/health-view .......................... ~ 504.52ms
  2026-06-20 11:11:24 /api/v1/internal/geodns/health-view ............................ ~ 0.30ms
  2026-06-20 11:11:32 /api/v1/node/resolver/config ................................... ~ 0.56ms
  2026-06-20 11:11:32 /api/v1/node/nodes/heartbeat ................................... ~ 1.18ms
  2026-06-20 11:11:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:11:39 /api/v1/internal/geodns/health-view ............................ ~ 0.82ms
  2026-06-20 11:11:54 /api/v1/user/me ................................................ ~ 0.92ms
  2026-06-20 11:11:54 /api/v1/user/logs .............................................. ~ 0.10ms
  2026-06-20 11:11:54 /api/v1/internal/geodns/health-view ............................ ~ 0.42ms
  2026-06-20 11:11:54 /api/v1/user/profiles .......................................... ~ 0.57ms
  2026-06-20 11:12:02 /api/v1/node/nodes/heartbeat ................................... ~ 2.06ms
  2026-06-20 11:12:02 /api/v1/node/resolver/config ................................... ~ 2.27ms
  2026-06-20 11:12:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:12:09 /api/v1/internal/geodns/health-view ............................ ~ 0.97ms
  2026-06-20 11:12:22 /api/v1/user/logs .............................................. ~ 1.07ms
  2026-06-20 11:12:24 /api/v1/internal/geodns/health-view ............................ ~ 0.07ms
  2026-06-20 11:12:32 /api/v1/node/resolver/config ................................... ~ 1.03ms
  2026-06-20 11:12:32 /api/v1/node/nodes/heartbeat ................................... ~ 1.36ms
  2026-06-20 11:12:32 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 11:12:39 /api/v1/internal/geodns/health-view ............................ ~ 0.37ms
  2026-06-20 11:12:50 /api/v1/user/me ................................................ ~ 2.24ms
  2026-06-20 11:12:50 /api/v1/user/logs .............................................. ~ 2.56ms
  2026-06-20 11:12:50 /api/v1/user/me ................................................ ~ 0.20ms
  2026-06-20 11:12:50 /api/v1/user/logs .............................................. ~ 0.16ms
  2026-06-20 11:12:50 /api/v1/user/profiles .......................................... ~ 0.13ms
  2026-06-20 11:12:50 /api/v1/user/profiles .......................................... ~ 1.10ms
  2026-06-20 11:12:50 /api/v1/user/me ................................................ ~ 0.02ms
  2026-06-20 11:12:50 /api/v1/user/logs .............................................. ~ 0.17ms
  2026-06-20 11:12:50 /api/v1/user/me ................................................ ~ 0.08ms
  2026-06-20 11:12:50 /api/v1/user/logs .............................................. ~ 0.37ms
  2026-06-20 11:12:50 /api/v1/user/profiles ........................................ ~ 505.48ms
  2026-06-20 11:12:50 /api/v1/user/profiles ........................................ ~ 505.30ms
  2026-06-20 11:12:54 /api/v1/internal/geodns/health-view ............................ ~ 0.06ms
  2026-06-20 11:13:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.60ms
  2026-06-20 11:13:02 /api/v1/node/resolver/config ................................... ~ 1.02ms
  2026-06-20 11:13:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:13:09 /api/v1/internal/geodns/health-view ............................ ~ 0.19ms
  2026-06-20 11:13:24 /api/v1/internal/geodns/health-view ............................ ~ 0.23ms
  2026-06-20 11:13:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.21ms
  2026-06-20 11:13:32 /api/v1/node/resolver/config ................................... ~ 0.36ms
  2026-06-20 11:13:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:13:39 /api/v1/internal/geodns/health-view ............................ ~ 0.25ms
  2026-06-20 11:13:42 /api/v1/user/me ................................................ ~ 0.09ms
  2026-06-20 11:13:42 /api/v1/user/logs .............................................. ~ 0.26ms
  2026-06-20 11:13:42 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 11:13:54 /api/v1/internal/geodns/health-view ............................ ~ 1.04ms
  2026-06-20 11:13:59 /api/v1/user/me ................................................ ~ 0.21ms
  2026-06-20 11:13:59 /api/v1/user/analytics ......................................... ~ 0.01ms
  2026-06-20 11:13:59 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 11:14:00 /api/v1/user/me ................................................ ~ 5.68ms
  2026-06-20 11:14:00 /api/v1/user/allowlist ......................................... ~ 6.08ms
  2026-06-20 11:14:00 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 11:14:01 /api/v1/user/me ................................................ ~ 0.11ms
  2026-06-20 11:14:01 /api/v1/user/denylist .......................................... ~ 0.03ms
  2026-06-20 11:14:01 /api/v1/user/profiles .......................................... ~ 0.06ms
  2026-06-20 11:14:02 /api/v1/node/resolver/config ................................... ~ 0.05ms
  2026-06-20 11:14:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.18ms
  2026-06-20 11:14:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:14:03 /api/v1/user/me ................................................ ~ 0.07ms
  2026-06-20 11:14:03 /api/v1/user/security .......................................... ~ 0.21ms
  2026-06-20 11:14:03 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 11:14:03 /api/v1/user/security .......................................... ~ 0.10ms
  2026-06-20 11:14:04 /api/v1/user/me ................................................ ~ 0.09ms
  2026-06-20 11:14:04 /api/v1/user/catalogs .......................................... ~ 0.25ms
  2026-06-20 11:14:05 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 11:14:05 /api/v1/user/privacy ........................................... ~ 0.01ms
  2026-06-20 11:14:05 /api/v1/user/privacy ........................................... ~ 0.05ms
  2026-06-20 11:14:07 /api/v1/user/me ................................................ ~ 0.72ms
  2026-06-20 11:14:07 /api/v1/user/catalogs .......................................... ~ 0.92ms
  2026-06-20 11:14:07 /api/v1/user/profiles .......................................... ~ 0.01ms
  2026-06-20 11:14:07 /api/v1/user/privacy ........................................... ~ 0.01ms
  2026-06-20 11:14:08 /api/v1/user/privacy ........................................... ~ 0.13ms
  2026-06-20 11:14:09 /api/v1/internal/geodns/health-view ............................ ~ 0.19ms
  2026-06-20 11:14:24 /api/v1/internal/geodns/health-view ............................ ~ 1.90ms
  2026-06-20 11:14:32 /api/v1/node/resolver/config ................................... ~ 0.19ms
  2026-06-20 11:14:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.62ms
  2026-06-20 11:14:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:14:39 /api/v1/internal/geodns/health-view ............................ ~ 0.49ms
  2026-06-20 11:14:49 /api/v1/user/me ................................................ ~ 0.47ms
  2026-06-20 11:14:49 /api/v1/user/logs .............................................. ~ 0.02ms
  2026-06-20 11:14:49 /api/v1/user/profiles ........................................ ~ 504.61ms
  2026-06-20 11:14:54 /api/v1/internal/geodns/health-view ............................ ~ 0.12ms
  2026-06-20 11:14:57 /api/v1/user/logs .............................................. ~ 0.14ms
  2026-06-20 11:15:01 /api/v1/user/logs .............................................. ~ 0.09ms
  2026-06-20 11:15:02 /api/v1/node/resolver/config ................................... ~ 0.07ms
  2026-06-20 11:15:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.21ms
  2026-06-20 11:15:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:15:03 /api/v1/user/logs .............................................. ~ 0.24ms
  2026-06-20 11:15:05 /api/v1/user/me ................................................ ~ 0.14ms
  2026-06-20 11:15:05 /api/v1/user/logs .............................................. ~ 0.68ms
  2026-06-20 11:15:05 /api/v1/user/profiles .......................................... ~ 0.04ms
  2026-06-20 11:15:08 /api/v1/user/logs .............................................. ~ 0.09ms
  2026-06-20 11:15:09 /api/v1/internal/geodns/health-view ............................ ~ 0.09ms
  2026-06-20 11:15:24 /api/v1/internal/geodns/health-view ............................ ~ 0.32ms
  2026-06-20 11:15:32 /api/v1/node/resolver/config ................................... ~ 0.27ms
  2026-06-20 11:15:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.40ms
  2026-06-20 11:15:32 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:15:39 /api/v1/internal/geodns/health-view ............................ ~ 0.53ms
  2026-06-20 11:15:54 /api/v1/internal/geodns/health-view ............................ ~ 0.27ms
  2026-06-20 11:16:02 /api/v1/node/resolver/config ................................... ~ 0.20ms
  2026-06-20 11:16:02 /api/v1/node/nodes/heartbeat ................................... ~ 0.34ms
  2026-06-20 11:16:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:16:09 /api/v1/internal/geodns/health-view ............................ ~ 0.53ms
  2026-06-20 11:16:24 /api/v1/internal/geodns/health-view ............................ ~ 0.38ms
  2026-06-20 11:16:32 /api/v1/node/nodes/heartbeat ................................... ~ 0.35ms
  2026-06-20 11:16:32 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 11:16:32 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 11:16:39 /api/v1/internal/geodns/health-view ............................ ~ 0.33ms
  2026-06-20 11:16:54 /api/v1/internal/geodns/health-view ............................ ~ 0.22ms
  2026-06-20 11:17:02 /api/v1/node/resolver/config ................................... ~ 2.08ms
  2026-06-20 11:17:02 /api/v1/node/nodes/heartbeat ................................... ~ 2.50ms
  2026-06-20 11:17:02 /api/v1/node/resolver/config ................................... ~ 0.01ms
  2026-06-20 11:17:09 /api/v1/internal/geodns/health-view ............................ ~ 0.25ms
  2026-06-20 11:17:24 /api/v1/internal/geodns/health-view ............................ ~ 0.51ms
  2026-06-20 11:17:32 /api/v1/node/nodes/heartbeat ................................... ~ 1.19ms
  2026-06-20 11:17:32 /api/v1/node/resolver/config ................................... ~ 2.11ms
  2026-06-20 11:17:32 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 11:17:36 /api/v1/user/me ................................................ ~ 0.12ms
  2026-06-20 11:17:36 /api/v1/user/logs .............................................. ~ 0.92ms
  2026-06-20 11:17:36 /api/v1/user/profiles .......................................... ~ 0.02ms
  2026-06-20 11:17:39 /api/v1/internal/geodns/health-view ............................ ~ 0.46ms
  2026-06-20 11:17:54 /api/v1/internal/geodns/health-view ............................ ~ 0.38ms
  2026-06-20 11:18:02 /api/v1/node/nodes/heartbeat ................................... ~ 5.78ms
  2026-06-20 11:18:02 /api/v1/node/resolver/config ................................... ~ 0.03ms
  2026-06-20 11:18:02 /api/v1/node/resolver/config ................................... ~ 0.02ms
  2026-06-20 11:18:09 /api/v1/internal/geodns/health-view ............................ ~ 0.62ms
